Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG,AMZN,GOOG
Datetime,,,,,,,,,,,,
2024-09-17 13:39:00+00:00,187.64999389648438,159.79649353027344,187.64999389648438,159.79649353027344,187.82000732421875,159.80999755859375,187.41000366210938,159.5850067138672,187.5299072265625,159.60499572753906,101844.0,86728.0
2024-09-17 13:40:00+00:00,187.9600067138672,159.97000122070312,187.9600067138672,159.97000122070312,188.093994140625,160.0800018310547,187.5177001953125,159.8000030517578,187.66000366210938,159.8000030517578,78647.0,72706.0
2024-09-17 13:41:00+00:00,188.0800018310547,160.17999267578125,188.0800018310547,160.17999267578125,188.1199951171875,160.2100067138672,187.94000244140625,159.97000122070312,187.9600067138672,159.97000122070312,102267.0,61521.0
2024-09-17 13:42:00+00:00,187.8800048828125,160.1999969482422,187.8800048828125,160.1999969482422,188.1750030517578,160.27999877929688,187.82000732421875,160.16000366210938,188.0850067138672,160.19000244140625,105545.0,59817.0
2024-09-17 13:43:00+00:00,188.49000549316406,160.6300048828125,188.49000549316406,160.6300048828125,188.52999877929688,160.6378936767578,187.875,160.17599487304688,187.89999389648438,160.1999969482422,134473.0,97964.0
2024-09-17 13:44:00+00:00,188.4199981689453,160.6300048828125,188.4199981689453,160.6300048828125,188.86000061035156,160.78599548339844,188.25999450683594,160.6300048828125,188.4801025390625,160.63999938964844,260470.0,76457.0
2024-09-17 13:45:00+00:00,188.55499267578125,160.72000122070312,188.55499267578125,160.72000122070312,188.61270141601562,160.75,188.3800048828125,160.5800018310547,188.4149932861328,160.64500427246094,121112.0,99135.0
2024-09-17 13:46:00+00:00,188.6699981689453,160.7899932861328,188.6699981689453,160.7899932861328,188.77499389648438,160.80999755859375,188.47000122070312,160.63999938964844,188.55999755859375,160.72999572753906,83013.0,61320.0
2024-09-17 13:47:00+00:00,188.78199768066406,160.75,188.78199768066406,160.75,188.80999755859375,160.8800048828125,188.64010620117188,160.74000549316406,188.66000366210938,160.8000030517578,108690.0,55096.0
2024-09-17 13:48:00+00:00,188.4499053955078,160.72999572753906,188.4499053955078,160.72999572753906,188.8800048828125,160.80999755859375,188.3699951171875,160.67999267578125,188.77000427246094,160.75,107842.0,44337.0
2024-09-17 13:49:00+00:00,187.99440002441406,160.35499572753906,187.99440002441406,160.35499572753906,188.53469848632812,160.74000549316406,187.9600067138672,160.33009338378906,188.4499053955078,160.72000122070312,144600.0,50520.0
2024-09-17 13:50:00+00:00,187.81430053710938,160.4199981689453,187.81430053710938,160.4199981689453,188.00999450683594,160.4199981689453,187.65029907226562,160.2100067138672,187.99000549316406,160.38999938964844,121354.0,39075.0
2024-09-17 13:51:00+00:00,187.7010955810547,160.52650451660156,187.7010955810547,160.52650451660156,187.8800048828125,160.5500030517578,187.6999969482422,160.3424072265625,187.8000030517578,160.41000366210938,100935.0,27171.0
2024-09-17 13:52:00+00:00,188.03500366210938,160.63999938964844,188.03500366210938,160.63999938964844,188.03990173339844,160.63999938964844,187.5500030517578,160.50999450683594,187.7301025390625,160.52000427246094,161423.0,28868.0
2024-09-17 13:53:00+00:00,187.8686065673828,160.6699981689453,187.8686065673828,160.6699981689453,188.04989624023438,160.7100067138672,187.66000366210938,160.61000061035156,188.02999877929688,160.63999938964844,85290.0,46328.0
2024-09-17 13:54:00+00:00,187.97000122070312,160.51499938964844,187.97000122070312,160.51499938964844,188.0500030517578,160.6999969482422,187.66000366210938,160.50999450683594,187.8699951171875,160.6699981689453,91104.0,47475.0
2024-09-17 13:55:00+00:00,188.16000366210938,160.77999877929688,188.16000366210938,160.77999877929688,188.17990112304688,160.77999877929688,187.88999938964844,160.4499969482422,187.9600067138672,160.50999450683594,80108.0,60591.0
2024-09-17 13:57:00+00:00,188.02499389648438,160.69000244140625,188.02499389648438,160.69000244140625,188.04949951171875,160.74000549316406,187.9199981689453,160.62840270996094,187.9199981689453,160.7100067138672,145250.0,61566.0
2024-09-17 13:58:00+00:00,188.36630249023438,160.85000610351562,188.36630249023438,160.85000610351562,188.4149932861328,160.89999389648438,188.0679931640625,160.69000244140625,188.0679931640625,160.69000244140625,70594.0,34435.0
2024-09-17 13:59:00+00:00,188.33999633789062,160.69000244140625,188.33999633789062,160.69000244140625,188.47689819335938,160.8699951171875,188.3206024169922,160.68499755859375,188.36180114746094,160.85000610351562,74991.0,43136.0
2024-09-17 14:00:00+00:00,188.47000122070312,160.50509643554688,188.47000122070312,160.50509643554688,188.6199951171875,160.72000122070312,188.32000732421875,160.49000549316406,188.32000732421875,160.72000122070312,86371.0,42021.0
2024-09-17 14:01:00+00:00,188.52999877929688,160.5301055908203,188.52999877929688,160.5301055908203,188.60000610351562,160.59500122070312,188.38980102539062,160.4600067138672,188.47500610351562,160.48500061035156,62355.0,40145.0
2024-09-17 14:02:00+00:00,188.77999877929688,160.62820434570312,188.77999877929688,160.62820434570312,188.80499267578125,160.66000366210938,188.52000427246094,160.50999450683594,188.52999877929688,160.5399932861328,105165.0,27948.0
2024-09-17 14:03:00+00:00,188.72000122070312,160.60499572753906,188.72000122070312,160.60499572753906,188.7949981689453,160.61000061035156,188.6800994873047,160.4949951171875,188.77999877929688,160.61000061035156,78706.0,22318.0
2024-09-17 14:04:00+00:00,188.72999572753906,160.6925048828125,188.72999572753906,160.6925048828125,188.80999755859375,160.6999969482422,188.61000061035156,160.52000427246094,188.74000549316406,160.61000061035156,112537.0,33224.0
2024-09-17 14:05:00+00:00,188.66000366210938,160.60000610351562,188.66000366210938,160.60000610351562,188.78990173339844,160.7100067138672,188.5399932861328,160.60000610351562,188.6999969482422,160.67999267578125,110233.0,43312.0
2024-09-17 14:06:00+00:00,188.6750030517578,160.52999877929688,188.6750030517578,160.52999877929688,188.7299041748047,160.63999938964844,188.5800018310547,160.47000122070312,188.66000366210938,160.60000610351562,92479.0,59135.0
2024-09-17 14:07:00+00:00,188.80999755859375,160.6699981689453,188.80999755859375,160.6699981689453,188.85000610351562,160.6999969482422,188.5399932861328,160.52000427246094,188.6750030517578,160.5399932861328,116890.0,37083.0
2024-09-17 14:08:00+00:00,188.82080078125,160.72999572753906,188.82080078125,160.72999572753906,188.93899536132812,160.768798828125,188.75999450683594,160.63999938964844,188.82000732421875,160.67999267578125,128528.0,28290.0
2024-09-17 14:09:00+00:00,188.78500366210938,160.71539306640625,188.78500366210938,160.71539306640625,188.91000366210938,160.74000549316406,188.77000427246094,160.66000366210938,188.82000732421875,160.71499633789062,58084.0,23081.0
2024-09-17 14:10:00+00:00,188.85000610351562,160.88999938964844,188.85000610351562,160.88999938964844,188.86000061035156,160.88999938964844,188.52999877929688,160.61500549316406,188.75999450683594,160.72000122070312,89097.0,36035.0
2024-09-17 14:11:00+00:00,188.756103515625,160.7550048828125,188.756103515625,160.7550048828125,188.8699951171875,160.97000122070312,188.7449951171875,160.75010681152344,188.86000061035156,160.89999389648438,67000.0,39603.0
2024-09-17 14:12:00+00:00,188.69000244140625,160.8800048828125,188.69000244140625,160.8800048828125,188.87890625,160.9539031982422,188.69000244140625,160.74000549316406,188.75999450683594,160.75999450683594,63120.0,31649.0
2024-09-17 14:13:00+00:00,188.5,160.75,188.5,160.75,188.75,160.89999389648438,188.32000732421875,160.66009521484375,188.71499633789062,160.83999633789062,87512.0,34854.0
2024-09-17 14:14:00+00:00,188.61000061035156,160.72000122070312,188.61000061035156,160.72000122070312,188.7100067138672,160.88499450683594,188.50999450683594,160.72000122070312,188.52000427246094,160.78970336914062,58600.0,21764.0
2024-09-17 14:15:00+00:00,188.64999389648438,160.72999572753906,188.64999389648438,160.72999572753906,188.6699981689453,160.7899932861328,188.5399932861328,160.6699981689453,188.61000061035156,160.72999572753906,47956.0,25155.0
2024-09-17 14:16:00+00:00,188.6699981689453,160.80999755859375,188.6699981689453,160.80999755859375,188.67999267578125,160.8300018310547,188.5399932861328,160.6949005126953,188.63499450683594,160.72999572753906,42310.0,36704.0
2024-09-17 14:17:00+00:00,188.64500427246094,160.85000610351562,188.64500427246094,160.85000610351562,188.67999267578125,160.85000610351562,188.5500030517578,160.74000549316406,188.6356964111328,160.8000030517578,43107.0,49248.0
2024-09-17 14:18:00+00:00,188.58639526367188,160.86000061035156,188.58639526367188,160.86000061035156,188.72000122070312,160.94000244140625,188.5399932861328,160.8300018310547,188.6300048828125,160.83999633789062,39043.0,56475.0
2024-09-17 14:19:00+00:00,188.66439819335938,160.80499267578125,188.66439819335938,160.80499267578125,188.75,160.8800048828125,188.55990600585938,160.77000427246094,188.60000610351562,160.85000610351562,69125.0,48850.0
2024-09-17 14:20:00+00:00,188.4499969482422,160.5399932861328,188.4499969482422,160.5399932861328,188.6699981689453,160.86000061035156,188.3000030517578,160.49000549316406,188.6300048828125,160.80999755859375,55199.0,43510.0
2024-09-17 14:21:00+00:00,188.389892578125,160.5449981689453,188.389892578125,160.5449981689453,188.47000122070312,160.60000610351562,188.25999450683594,160.44000244140625,188.45150756835938,160.5399932861328,55087.0,33838.0
2024-09-17 14:22:00+00:00,188.26229858398438,160.3800048828125,188.26229858398438,160.3800048828125,188.43499755859375,160.6199951171875,188.1999969482422,160.3699951171875,188.36000061035156,160.52999877929688,67931.0,33022.0
2024-09-17 14:23:00+00:00,188.38999938964844,160.41000366210938,188.38999938964844,160.41000366210938,188.40499877929688,160.4600067138672,188.25010681152344,160.3699951171875,188.27999877929688,160.38999938964844,61977.0,35989.0
2024-09-17 14:24:00+00:00,188.39999389648438,160.47999572753906,188.39999389648438,160.47999572753906,188.4600067138672,160.50999450683594,188.36000061035156,160.38999938964844,188.3903045654297,160.38999938964844,52101.0,21137.0
2024-09-17 14:25:00+00:00,188.6199951171875,160.55999755859375,188.6199951171875,160.55999755859375,188.64999389648438,160.58200073242188,188.6199951171875,160.5500030517578,188.63999938964844,160.5500030517578,49716.0,40110.0
2024-09-17 14:26:00+00:00,188.65049743652344,160.69000244140625,188.65049743652344,160.69000244140625,188.6699981689453,160.7270050048828,188.55999755859375,160.5301055908203,188.61000061035156,160.55499267578125,29450.0,28584.0
2024-09-17 14:27:00+00:00,188.67140197753906,160.67999267578125,188.67140197753906,160.67999267578125,188.6999969482422,160.72000122070312,188.47000122070312,160.5500030517578,188.64999389648438,160.66000366210938,48595.0,29868.0
2024-09-17 14:28:00+00:00,188.69009399414062,160.67999267578125,188.69009399414062,160.67999267578125,188.73399353027344,160.74000549316406,188.64500427246094,160.58999633789062,188.6699981689453,160.66009521484375,39858.0,31450.0
2024-09-17 14:29:00+00:00,188.69000244140625,160.57020568847656,188.69000244140625,160.57020568847656,188.7100067138672,160.67999267578125,188.6580047607422,160.55999755859375,188.7100067138672,160.6699981689453,40304.0,23225.0
2024-09-17 14:30:00+00:00,188.61000061035156,160.52999877929688,188.61000061035156,160.52999877929688,188.7100067138672,160.64999389648438,188.61000061035156,160.52000427246094,188.67999267578125,160.60000610351562,40821.0,25830.0
2024-09-17 14:31:00+00:00,188.5601043701172,160.6300048828125,188.5601043701172,160.6300048828125,188.6199951171875,160.6300048828125,188.460693359375,160.38999938964844,188.60000610351562,160.50999450683594,64176.0,30920.0
2024-09-17 14:32:00+00:00,188.52999877929688,160.5500030517578,188.52999877929688,160.5500030517578,188.74000549316406,160.625,188.52999877929688,160.5500030517578,188.60000610351562,160.625,62708.0,30071.0
2024-09-17 14:33:00+00:00,188.46499633789062,160.55999755859375,188.46499633789062,160.55999755859375,188.61929321289062,160.6300048828125,188.27999877929688,160.5,188.52000427246094,160.61990356445312,59174.0,20862.0
2024-09-17 14:34:00+00:00,188.34849548339844,160.55999755859375,188.34849548339844,160.55999755859375,188.4770050048828,160.66000366210938,188.33999633789062,160.55999755859375,188.4499969482422,160.59010314941406,31777.0,22193.0
2024-09-17 14:35:00+00:00,188.52499389648438,160.50999450683594,188.52499389648438,160.50999450683594,188.5800018310547,160.58999633789062,188.31500244140625,160.50999450683594,188.31500244140625,160.5500030517578,60134.0,20340.0
2024-09-17 14:36:00+00:00,188.47000122070312,160.5,188.47000122070312,160.5,188.5399932861328,160.5500030517578,188.3101043701172,160.44000244140625,188.52999877929688,160.50999450683594,37783.0,26179.0
2024-09-17 14:37:00+00:00,188.61500549316406,160.63999938964844,188.61500549316406,160.63999938964844,188.6199951171875,160.63999938964844,188.44009399414062,160.47999572753906,188.44009399414062,160.47999572753906,61711.0,23869.0
2024-09-17 14:38:00+00:00,188.88999938964844,160.87680053710938,188.88999938964844,160.87680053710938,188.91839599609375,160.89999389648438,188.63800048828125,160.63999938964844,188.64999389648438,160.64500427246094,96253.0,48370.0
2024-09-17 14:39:00+00:00,188.97000122070312,160.9149932861328,188.97000122070312,160.9149932861328,188.9799041748047,160.94000244140625,188.8000030517578,160.83999633789062,188.91000366210938,160.8699951171875,75450.0,43134.0
2024-09-17 14:40:00+00:00,189.08999633789062,161.0500030517578,189.08999633789062,161.0500030517578,189.11000061035156,161.12989807128906,188.95339965820312,160.94000244140625,188.97000122070312,160.94000244140625,231255.0,72230.0
2024-09-17 14:41:00+00:00,189.08990478515625,161.09829711914062,189.08990478515625,161.09829711914062,189.1300048828125,161.11000061035156,189.0345001220703,161.00999450683594,189.08999633789062,161.0399932861328,57915.0,29370.0
2024-09-17 14:42:00+00:00,189.05999755859375,161.16000366210938,189.05999755859375,161.16000366210938,189.10000610351562,161.16000366210938,189.00999450683594,161.08999633789062,189.0998992919922,161.10000610351562,66545.0,30789.0
2024-09-17 14:43:00+00:00,189.08999633789062,161.25999450683594,189.08999633789062,161.25999450683594,189.10000610351562,161.27000427246094,189.02999877929688,161.16000366210938,189.05999755859375,161.16000366210938,54493.0,39524.0
2024-09-17 14:44:00+00:00,189.1999969482422,161.36509704589844,189.1999969482422,161.36509704589844,189.25999450683594,161.41000366210938,189.0800018310547,161.2550048828125,189.11000061035156,161.25999450683594,133940.0,36600.0
2024-09-17 14:45:00+00:00,189.3249969482422,161.41000366210938,189.3249969482422,161.41000366210938,189.4499969482422,161.5800018310547,189.1999969482422,161.38999938964844,189.1999969482422,161.38999938964844,152205.0,78150.0
2024-09-17 14:46:00+00:00,189.36749267578125,161.23080444335938,189.36749267578125,161.23080444335938,189.38999938964844,161.4040069580078,189.27999877929688,161.23080444335938,189.33999633789062,161.4040069580078,51813.0,30591.0
2024-09-17 14:47:00+00:00,189.0800018310547,161.26499938964844,189.0800018310547,161.26499938964844,189.40989685058594,161.32000732421875,189.07000732421875,161.22999572753906,189.36000061035156,161.24000549316406,72422.0,34859.0
2024-09-17 14:48:00+00:00,189.05999755859375,161.33999633789062,189.05999755859375,161.33999633789062,189.16000366210938,161.41000366210938,189.02000427246094,161.25999450683594,189.05999755859375,161.27000427246094,71553.0,34982.0
2024-09-17 14:49:00+00:00,189.07000732421875,161.3300018310547,189.07000732421875,161.3300018310547,189.14999389648438,161.3300018310547,189.0399932861328,161.27000427246094,189.10000610351562,161.3300018310547,67957.0,23445.0
2024-09-17 14:50:00+00:00,188.9199981689453,161.3000030517578,188.9199981689453,161.3000030517578,189.10000610351562,161.35690307617188,188.9199981689453,161.3000030517578,189.0800018310547,161.35000610351562,72590.0,18666.0
2024-09-17 14:51:00+00:00,188.75999450683594,161.14999389648438,188.75999450683594,161.14999389648438,188.91990661621094,161.30999755859375,188.72999572753906,161.14999389648438,188.9149932861328,161.30499267578125,95049.0,32287.0
2024-09-17 14:52:00+00:00,188.74000549316406,161.1750030517578,188.74000549316406,161.1750030517578,188.8300018310547,161.22999572753906,188.66690063476562,161.14999389648438,188.75559997558594,161.16000366210938,66096.0,32826.0
2024-09-17 14:53:00+00:00,188.80130004882812,161.1999969482422,188.80130004882812,161.1999969482422,188.86000061035156,161.22000122070312,188.75,161.13999938964844,188.75999450683594,161.1750030517578,43605.0,19739.0
2024-09-17 14:54:00+00:00,188.57000732421875,161.12010192871094,188.57000732421875,161.12010192871094,188.83999633789062,161.2449951171875,188.55999755859375,161.1199951171875,188.8350067138672,161.2050018310547,59437.0,23337.0
2024-09-17 14:55:00+00:00,188.52980041503906,161.14500427246094,188.52980041503906,161.14500427246094,188.6199951171875,161.16000366210938,188.47000122070312,161.0800018310547,188.60000610351562,161.1199951171875,42564.0,16148.0
2024-09-17 14:56:00+00:00,188.47999572753906,161.0699005126953,188.47999572753906,161.0699005126953,188.5399932861328,161.1300048828125,188.4499969482422,161.05999755859375,188.52000427246094,161.1197052001953,51923.0,19354.0
2024-09-17 14:57:00+00:00,188.5500030517578,160.97000122070312,188.5500030517578,160.97000122070312,188.6300048828125,161.07000732421875,188.42930603027344,160.97000122070312,188.47999572753906,161.07000732421875,68113.0,22123.0
2024-09-17 14:58:00+00:00,188.4199981689453,160.8800048828125,188.4199981689453,160.8800048828125,188.55999755859375,160.97000122070312,188.36000061035156,160.86000061035156,188.53160095214844,160.96499633789062,52311.0,21872.0
2024-09-17 14:59:00+00:00,188.36000061035156,160.7899932861328,188.36000061035156,160.7899932861328,188.39990234375,160.86000061035156,188.02999877929688,160.6999969482422,188.38999938964844,160.86000061035156,84079.0,35621.0
2024-09-17 15:00:00+00:00,188.26800537109375,160.7449951171875,188.26800537109375,160.7449951171875,188.38999938964844,160.83999633789062,188.16000366210938,160.6909942626953,188.3800048828125,160.82000732421875,48425.0,38398.0
2024-09-17 15:01:00+00:00,188.3300018310547,160.72000122070312,188.3300018310547,160.72000122070312,188.35499572753906,160.7550048828125,188.22999572753906,160.7100067138672,188.27499389648438,160.75,57277.0,15504.0
2024-09-17 15:02:00+00:00,188.4499969482422,160.8800048828125,188.4499969482422,160.8800048828125,188.47000122070312,160.8800048828125,188.30999755859375,160.7100067138672,188.3300018310547,160.7100067138672,54885.0,24160.0
2024-09-17 15:03:00+00:00,188.44500732421875,160.8800048828125,188.44500732421875,160.8800048828125,188.52000427246094,160.92999267578125,188.4300994873047,160.8800048828125,188.4600067138672,160.8800048828125,38762.0,13976.0
2024-09-17 15:04:00+00:00,188.10000610351562,160.7100067138672,188.10000610351562,160.7100067138672,188.25,160.71499633789062,188.0800018310547,160.6699981689453,188.25,160.71499633789062,56141.0,24352.0
2024-09-17 15:05:00+00:00,188.25,160.74000549316406,188.25,160.74000549316406,188.25,160.75,188.08999633789062,160.6999969482422,188.10000610351562,160.7100067138672,15716.0,14085.0
2024-09-17 15:06:00+00:00,188.14999389648438,160.66610717773438,188.14999389648438,160.66610717773438,188.25,160.74000549316406,188.10000610351562,160.6300048828125,188.18020629882812,160.67999267578125,56258.0,27456.0
2024-09-17 15:07:00+00:00,188.17999267578125,160.6439971923828,188.17999267578125,160.6439971923828,188.24000549316406,160.7100067138672,188.11000061035156,160.6439971923828,188.14500427246094,160.67999267578125,35847.0,9654.0
2024-09-17 15:08:00+00:00,188.2100067138672,160.69000244140625,188.2100067138672,160.69000244140625,188.23500061035156,160.7050018310547,188.11000061035156,160.63999938964844,188.1699981689453,160.64869689941406,34063.0,14363.0
2024-09-17 15:09:00+00:00,188.2550048828125,160.66000366210938,188.2550048828125,160.66000366210938,188.25999450683594,160.67999267578125,188.16000366210938,160.61000061035156,188.1999969482422,160.67999267578125,36860.0,13730.0
2024-09-17 15:11:00+00:00,188.39999389648438,160.61500549316406,188.39999389648438,160.61500549316406,188.44000244140625,160.64599609375,188.1999969482422,160.58999633789062,188.25999450683594,160.6199951171875,95182.0,39111.0
2024-09-17 15:12:00+00:00,188.30679321289062,160.50999450683594,188.30679321289062,160.50999450683594,188.42999267578125,160.62989807128906,188.3000946044922,160.50570678710938,188.4199981689453,160.625,43278.0,25067.0
2024-09-17 15:13:00+00:00,188.3300018310547,160.5800018310547,188.3300018310547,160.5800018310547,188.3800048828125,160.6199951171875,188.2949981689453,160.4949951171875,188.30999755859375,160.5050048828125,32370.0,29317.0
2024-09-17 15:14:00+00:00,188.3699951171875,160.6199951171875,188.3699951171875,160.6199951171875,188.4600067138672,160.66000366210938,188.27999877929688,160.52999877929688,188.33999633789062,160.5800018310547,47163.0,18742.0
2024-09-17 15:15:00+00:00,188.38499450683594,160.64999389648438,188.38499450683594,160.64999389648438,188.42930603027344,160.6699981689453,188.30999755859375,160.61000061035156,188.35000610351562,160.61000061035156,35937.0,16101.0
2024-09-17 15:16:00+00:00,188.4499969482422,160.72999572753906,188.4499969482422,160.72999572753906,188.47000122070312,160.75,188.36000061035156,160.64999389648438,188.39999389648438,160.66000366210938,42538.0,17702.0
2024-09-17 15:17:00+00:00,188.32989501953125,160.72000122070312,188.32989501953125,160.72000122070312,188.47000122070312,160.7550048828125,188.2100067138672,160.67999267578125,188.4499969482422,160.7100067138672,57815.0,16485.0
2024-09-17 15:18:00+00:00,188.30999755859375,160.74000549316406,188.30999755859375,160.74000549316406,188.36000061035156,160.74000549316406,188.27000427246094,160.6699981689453,188.35000610351562,160.71499633789062,52542.0,19332.0
2024-09-17 15:19:00+00:00,188.2449951171875,160.69000244140625,188.2449951171875,160.69000244140625,188.3300018310547,160.77999877929688,188.17999267578125,160.67999267578125,188.3000030517578,160.7449951171875,44074.0,13384.0
2024-09-17 15:20:00+00:00,188.0399932861328,160.55999755859375,188.0399932861328,160.55999755859375,188.25999450683594,160.67999267578125,188.02999877929688,160.55999755859375,188.2449951171875,160.67999267578125,59673.0,14660.0
2024-09-17 15:21:00+00:00,187.94970703125,160.51829528808594,187.94970703125,160.51829528808594,188.01499938964844,160.5399932861328,187.7899932861328,160.39999389648438,188.01499938964844,160.5399932861328,94652.0,28724.0
2024-09-17 15:22:00+00:00,188.02000427246094,160.38499450683594,188.02000427246094,160.38499450683594,188.10000610351562,160.54969787597656,187.9199981689453,160.33999633789062,187.92999267578125,160.50999450683594,63130.0,21177.0
2024-09-17 15:23:00+00:00,188.0399932861328,160.43499755859375,188.0399932861328,160.43499755859375,188.0500030517578,160.43499755859375,187.92999267578125,160.36000061035156,188.01019287109375,160.3699951171875,47897.0,13457.0
2024-09-17 15:24:00+00:00,188.1699981689453,160.5258026123047,188.1699981689453,160.5258026123047,188.2100067138672,160.5258026123047,188.0399932861328,160.42759704589844,188.0399932861328,160.43499755859375,39816.0,13438.0
2024-09-17 15:25:00+00:00,188.22999572753906,160.47999572753906,188.22999572753906,160.47999572753906,188.24000549316406,160.53500366210938,188.1699981689453,160.47000122070312,188.18499755859375,160.50999450683594,43090.0,8226.0
2024-09-17 15:26:00+00:00,188.1999969482422,160.43499755859375,188.1999969482422,160.43499755859375,188.27000427246094,160.47999572753906,188.13999938964844,160.41000366210938,188.24000549316406,160.47000122070312,39331.0,17697.0
2024-09-17 15:27:00+00:00,188.1219940185547,160.4199981689453,188.1219940185547,160.4199981689453,188.2050018310547,160.42999267578125,188.05999755859375,160.32000732421875,188.1999969482422,160.42999267578125,32008.0,16573.0
2024-09-17 15:28:00+00:00,188.13999938964844,160.3699951171875,188.13999938964844,160.3699951171875,188.17999267578125,160.47500610351562,188.02999877929688,160.32000732421875,188.13999938964844,160.44000244140625,29436.0,17276.0
2024-09-17 15:29:00+00:00,188.05999755859375,160.30999755859375,188.05999755859375,160.30999755859375,188.14999389648438,160.3800048828125,188.05999755859375,160.30999755859375,188.13999938964844,160.3800048828125,28170.0,8634.0
2024-09-17 15:30:00+00:00,188.05499267578125,160.2259979248047,188.05499267578125,160.2259979248047,188.1199951171875,160.30999755859375,188.0399932861328,160.2259979248047,188.0625,160.3000030517578,28407.0,15190.0
2024-09-17 15:31:00+00:00,188.10499572753906,160.24000549316406,188.10499572753906,160.24000549316406,188.1199951171875,160.25,188.0,160.1699981689453,188.0601043701172,160.22000122070312,44439.0,22965.0
2024-09-17 15:32:00+00:00,188.0399932861328,160.17999267578125,188.0399932861328,160.17999267578125,188.11000061035156,160.25,188.0399932861328,160.14999389648438,188.10000610351562,160.24000549316406,20521.0,16116.0
2024-09-17 15:33:00+00:00,188.02999877929688,160.10499572753906,188.02999877929688,160.10499572753906,188.0800018310547,160.14999389648438,187.97000122070312,160.08999633789062,188.0399932861328,160.14999389648438,27993.0,17183.0
2024-09-17 15:34:00+00:00,188.0500946044922,160.08999633789062,188.0500946044922,160.08999633789062,188.0850067138672,160.1199951171875,188.02999877929688,160.07000732421875,188.02999877929688,160.11500549316406,26124.0,40484.0
2024-09-17 15:35:00+00:00,188.1699981689453,160.11500549316406,188.1699981689453,160.11500549316406,188.19000244140625,160.1199951171875,188.02000427246094,160.07000732421875,188.07000732421875,160.08999633789062,42048.0,15386.0
2024-09-17 15:36:00+00:00,188.13999938964844,160.2198944091797,188.13999938964844,160.2198944091797,188.1699981689453,160.25,188.09500122070312,160.06849670410156,188.16000366210938,160.10000610351562,23009.0,13325.0
2024-09-17 15:37:00+00:00,188.0800018310547,160.22000122070312,188.0800018310547,160.22000122070312,188.14500427246094,160.25999450683594,188.0500030517578,160.1999969482422,188.13999938964844,160.2100067138672,22720.0,11757.0
2024-09-17 15:38:00+00:00,188.08470153808594,160.3699951171875,188.08470153808594,160.3699951171875,188.1300048828125,160.3699951171875,188.0283966064453,160.2100067138672,188.07000732421875,160.24000549316406,21494.0,22651.0
2024-09-17 15:39:00+00:00,188.14999389648438,160.40199279785156,188.14999389648438,160.40199279785156,188.1761016845703,160.4600067138672,188.0800018310547,160.3800048828125,188.0800018310547,160.38999938964844,28223.0,37848.0
2024-09-17 15:40:00+00:00,188.0800018310547,160.42999267578125,188.0800018310547,160.42999267578125,188.17999267578125,160.4499969482422,188.0279998779297,160.39999389648438,188.14999389648438,160.41000366210938,30001.0,17851.0
2024-09-17 15:41:00+00:00,188.07000732421875,160.42999267578125,188.07000732421875,160.42999267578125,188.11000061035156,160.4499969482422,188.03919982910156,160.39999389648438,188.09500122070312,160.4499969482422,23661.0,11094.0
